GENDER,CAR,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FAMILY SIZE,AGE,INCOME,SOCIAL_STABILITY,SOCIAL_EXPOSURE,SOCIAL_QUALITY,LOAN_SOCIAL_VAR,LOAN_APPROVAL
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,59622,0.32,0.12,0.1,0.002331,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,25940,0.32,0.56,0.03,0.035409,0
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,39,50553,0.32,0.21,0.87,0.00372,1
F,N,Commercial associate,Secondary / secondary special,Divorced,House / apartment,1,54,33275,0.31,0.11,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,40,50697,0.31,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,40,25162,0.32,0.56,0.87,0.00341,0
F,N,Working,Secondary / secondary special,Married,House / apartment,3,40,46950,0.37,0.21,0.1,0.001116,1
F,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,33,24660,0.37,0.11,0.03,0.151032,1
F,N,Student,Secondary / secondary special,Unmarried,House / apartment,3,33,52524,0.37,0.12,0.87,0.00651,1
F,N,Student,Secondary / secondary special,Unmarried,House / apartment,3,33,27807,0.31,0.56,0.1,0.001056,0
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,47,49233,0.31,0.21,0.03,0.032364,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,47,36786,0.31,0.11,0.87,0.01792,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,47,41508,0.31,0.12,0.1,0.002016,1
F,Y,Working,Higher education,Married,House / apartment,2,39,59171,0.31,0.56,0.03,0.030624,1
F,Y,Working,Higher education,Married,House / apartment,2,39,35365,0.31,0.21,0.87,0.00372,1
F,Y,Working,Higher education,Married,House / apartment,2,39,56272,0.31,0.11,0.1,0.006216,1
F,Y,Working,Higher education,Married,House / apartment,2,39,59253,0.32,0.12,0.03,0.067599,1
F,Y,Working,Higher education,Married,House / apartment,2,39,20886,0.31,0.56,0.87,0.00407,0
F,Y,Working,Higher education,Married,House / apartment,2,39,54858,0.32,0.21,0.1,0.001116,1
F,Y,Working,Higher education,Married,House / apartment,2,39,29080,0.32,0.11,0.03,0.151032,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,26708,0.32,0.12,0.87,0.00651,0
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,46394,0.32,0.56,0.1,0.001023,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,40932,0.31,0.21,0.03,0.032364,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,49424,0.31,0.11,0.87,0.01792,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,33479,0.32,0.12,0.1,0.001953,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,46426,0.37,0.56,0.03,0.030624,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,56915,0.37,0.21,0.87,0.00384,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,48334,0.37,0.11,0.1,0.005376,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,50515,0.31,0.12,0.03,0.056637,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,44320,0.31,0.56,0.87,0.00407,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,41809,0.31,0.21,0.1,0.001332,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,39624,0.31,0.11,0.03,0.180264,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,49646,0.31,0.12,0.87,0.00672,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,30883,0.31,0.56,0.1,0.001056,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,42461,0.31,0.21,0.03,0.032364,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,56955,0.32,0.11,0.87,0.01736,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,20815,0.31,0.12,0.1,0.002016,0
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,29,29467,0.32,0.56,0.03,0.035409,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,52865,0.32,0.21,0.87,0.00444,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,43229,0.32,0.11,0.1,0.006216,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,33760,0.32,0.12,0.03,0.056637,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,35157,0.31,0.56,0.87,0.00341,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,51561,0.31,0.21,0.1,0.001116,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,31968,0.32,0.11,0.03,0.151032,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,41711,0.37,0.12,0.87,0.00651,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,60,43277,0.37,0.56,0.1,0.001023,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,4,51,20588,0.37,0.21,0.03,0.032364,0
F,N,State servant,Secondary / secondary special,Married,House / apartment,4,51,53105,0.31,0.11,0.87,0.01792,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,4,51,57398,0.31,0.12,0.1,0.001953,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,4,51,50546,0.31,0.56,0.03,0.030624,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,4,51,45546,0.31,0.21,0.87,0.00384,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,4,51,55574,0.31,0.11,0.1,0.005208,1
F,Y,Working,Secondary / secondary special,Unmarried,House / apartment,3,40,55985,0.31,0.12,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,4,37,52183,0.31,0.56,0.87,0.00352,1
M,N,Commercial associate,Secondary / secondary special,Divorced,House / apartment,1,52,48849,0.32,0.21,0.1,0.001332,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,50,47017,0.31,0.11,0.03,0.180264,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,50,49069,0.32,0.12,0.87,0.00777,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,50,50313,0.32,0.56,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,50,29270,0.32,0.21,0.03,0.032364,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,50,51506,0.32,0.11,0.87,0.01736,1
F,N,Working,Secondary / secondary special,Married,Municipal apartment,4,31,33261,0.31,0.12,0.1,0.001953,1
F,N,Working,Secondary / secondary special,Married,Municipal apartment,4,31,31208,0.31,0.56,0.03,0.029667,1
F,N,Working,Secondary / secondary special,Married,Municipal apartment,4,31,50246,0.32,0.21,0.87,0.00372,1
F,N,Working,Secondary / secondary special,Married,Municipal apartment,4,31,37837,0.37,0.11,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,54,26168,0.37,0.12,0.03,0.058464,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,54,20132,0.37,0.56,0.87,0.00341,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,54,51902,0.31,0.21,0.1,0.001152,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,35,38618,0.31,0.11,0.03,0.155904,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,35,36177,0.31,0.12,0.87,0.00672,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,35,29183,0.31,0.56,0.1,0.001056,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,49,56417,0.31,0.21,0.03,0.032364,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,49,58205,0.31,0.11,0.87,0.01736,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,49,22587,0.31,0.12,0.1,0.002016,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,49,52121,0.32,0.56,0.03,0.035409,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,49,47749,0.31,0.21,0.87,0.00444,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,55929,0.32,0.11,0.1,0.006216,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,57944,0.32,0.12,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,32691,0.32,0.56,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,45873,0.32,0.21,0.1,0.001116,1
M,Y,Commercial associate,Incomplete higher,Married,House / apartment,3,45,39734,0.31,0.11,0.03,0.151032,1
M,Y,Commercial associate,Incomplete higher,Married,House / apartment,3,45,41176,0.31,0.12,0.87,0.00651,1
M,Y,Commercial associate,Incomplete higher,Married,House / apartment,3,45,47697,0.32,0.56,0.1,0.001023,1
F,Y,State servant,Secondary / secondary special,Married,House / apartment,3,37,21464,0.37,0.21,0.03,0.032364,0
F,Y,State servant,Secondary / secondary special,Married,House / apartment,3,37,30686,0.37,0.11,0.87,0.01792,1
M,N,Working,Secondary / secondary special,Single / not married,Rented apartment,1,25,56110,0.37,0.12,0.1,0.001953,1
M,N,Working,Secondary / secondary special,Single / not married,Rented apartment,1,25,49476,0.31,0.56,0.03,0.030624,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,47,30594,0.31,0.21,0.87,0.00384,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,47,25486,0.31,0.11,0.1,0.005376,0
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,47,45251,0.31,0.12,0.03,0.058464,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,47,48256,0.31,0.56,0.87,0.00341,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,49007,0.31,0.21,0.1,0.001116,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,45060,0.31,0.11,0.03,0.155904,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,33478,0.32,0.12,0.87,0.00777,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,39649,0.31,0.56,0.1,0.001221,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,25518,0.32,0.21,0.03,0.038628,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,22469,0.32,0.11,0.87,0.01736,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,52431,0.32,0.12,0.1,0.001953,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,39309,0.32,0.56,0.03,0.029667,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,56293,0.31,0.21,0.87,0,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,33,42621,0.31,0.11,0.1,0.001116,1
M,Y,Working,Higher education,Married,House / apartment,3,26,39254,0.32,0.12,0.03,0.151032,1
M,Y,Working,Higher education,Married,House / apartment,3,26,41186,0.37,0.56,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Widow,Municipal apartment,1,59,39403,0.37,0.21,0.1,0.001056,1
F,N,Working,Secondary / secondary special,Widow,Municipal apartment,1,59,41170,0.37,0.11,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Widow,Municipal apartment,1,59,52098,0.31,0.12,0.87,0.01792,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,44349,0.31,0.56,0.1,0.002016,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,20864,0.31,0.21,0.03,0.030624,0
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,37145,0.31,0.11,0.87,0.00384,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,36174,0.31,0.12,0.1,0.005208,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,41922,0.31,0.56,0.03,0.056637,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,43347,0.31,0.21,0.87,0.00352,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,38699,0.32,0.11,0.1,0.001332,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,54,36276,0.31,0.12,0.03,0.180264,1
F,N,Working,Secondary / secondary special,Widow,House / apartment,1,53,32467,0.32,0.56,0.87,0.00777,1
F,N,Working,Secondary / secondary special,Widow,House / apartment,1,53,52848,0.32,0.21,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Widow,House / apartment,1,53,40546,0.32,0.11,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Widow,House / apartment,1,53,35033,0.32,0.12,0.87,0.01736,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,55,37986,0.31,0.56,0.1,0.001953,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,55,55667,0.31,0.21,0.03,0.029667,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,55,21146,0.32,0.11,0.87,0.00372,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,21595,0.37,0.12,0.1,0.005208,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,56791,0.37,0.56,0.03,0.058464,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,29948,0.37,0.21,0.87,0.00341,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,58004,0.31,0.11,0.1,0.001152,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,38611,0.31,0.12,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,29154,0.31,0.56,0.87,0.00672,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,20155,0.31,0.21,0.1,0.001056,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,39,47495,0.31,0.11,0.03,0.032364,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,34945,0.31,0.12,0.87,0.01736,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,56255,0.31,0.56,0.1,0.002016,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,52454,0.32,0.21,0.03,0.035409,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,34367,0.31,0.11,0.87,0.00444,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,27484,0.32,0.12,0.1,0.006216,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,23623,0.32,0.56,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,24876,0.32,0.21,0.87,0.00341,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,57362,0.32,0.11,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,33251,0.32,0.12,0.03,0.151032,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,39723,0.31,0.56,0.87,0.00651,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,28206,0.31,0.21,0.1,0.001023,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,28814,0.32,0.11,0.03,0.032364,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,24795,0.37,0.12,0.87,0.01792,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,36297,0.37,0.56,0.1,0.001953,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,46371,0.37,0.21,0.03,0.030624,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,32958,0.31,0.11,0.87,0.00384,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,27463,0.31,0.12,0.1,0.005376,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,26364,0.31,0.56,0.03,0.058464,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,31814,0.31,0.21,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,44810,0.31,0.11,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,41225,0.31,0.12,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,59872,0.31,0.56,0.87,0.00777,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,4,36,41352,0.32,0.21,0.1,0.001221,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,43730,0.31,0.11,0.03,0.038628,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,51580,0.32,0.12,0.87,0.01736,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,46261,0.32,0.56,0.1,0.001953,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,22378,0.32,0.21,0.03,0.029667,0
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,36800,0.31,0.11,0.87,0.00372,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,45049,0.37,0.12,0.1,0.005208,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,55999,0.37,0.56,0.03,0.056637,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,40258,0.37,0.21,0.87,0.00341,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,31,39122,0.31,0.11,0.1,0.001152,1
